from_league,to_league,Position,sub_position,position,foot,GA90_pre,GA_pre,PreMinutes,transfer_fee,market_value_in_eur,market_value_in_eur_player,highest_market_value_in_eur,country_of_birth,country_of_citizenship,height_in_cm,transfer_date,date_of_birth,contract_expiration_date,DeclineFlag
GB1,GB1,Forward,Centre-Forward,Attack,right,0.5027932960893855,12.0,2148.0,0.0,10000000.0,15000000.0,50000000.0,England,England,194.0,2018-08-31,1997-10-02 00:00:00,2025-06-30 00:00:00,0.0
,L1,AttMid_Winger,Right Winger,Attack,right,0.1716465352828989,3.0,1573.0,4500000.0,2000000.0,11000000.0,16000000.0,Hungary,Hungary,183.0,2018-08-31,1997-05-22 00:00:00,2028-06-30 00:00:00,0.0
,L1,AttMid_Winger,Right Winger,Attack,right,0.0,0.0,554.0,0.0,,18000000.0,18000000.0,England,England,175.0,2018-08-31,1999-12-10 00:00:00,2025-06-30 00:00:00,0.0
FR1,ES1,Midfielder,Central Midfield,Midfield,left,0.5823792931806869,13.0,2009.0,0.0,30000000.0,20000000.0,50000000.0,Argentina,Argentina,177.0,2018-08-31,1996-04-09 00:00:00,2028-06-30 00:00:00,1.0
FR1,FR1,AttMid_Winger,Left-Back,Defender,left,0.3730569948186528,8.0,1930.0,0.0,4500000.0,4000000.0,13000000.0,France,France,170.0,2018-08-31,1998-07-06 00:00:00,2025-06-30 00:00:00,1.0
NL1,NL1,AttMid_Winger,Right Winger,Attack,right,0.5481120584652862,5.0,821.0,500000.0,300000.0,1500000.0,4000000.0,Netherlands,Netherlands,170.0,2018-08-31,1999-08-27 00:00:00,2025-06-30 00:00:00,1.0
,FR1,AttMid_Winger,Left Winger,Attack,both,0.5106382978723405,4.0,705.0,12000000.0,6000000.0,2800000.0,10000000.0,Yugoslavia (Republic),Serbia,185.0,2018-08-30,1996-02-15 00:00:00,2025-06-30 00:00:00,1.0
ES1,ES1,GoalKeeper,Goalkeeper,Goalkeeper,right,0.0,0.0,4650.0,0.0,8500000.0,20000000.0,25000000.0,Ukraine,Ukraine,191.0,2018-08-27,1999-02-11 00:00:00,2030-06-30 00:00:00,1.0
NL1,BE1,Midfielder,Defensive Midfield,Midfield,right,0.1707779886148007,9.0,4743.0,2500000.0,4500000.0,20000000.0,30000000.0,Netherlands,Morocco,185.0,2018-08-24,1996-08-21 00:00:00,2028-09-30 00:00:00,1.0
GB1,ES1,FullBack,Right-Back,Defender,right,0.1193238316208153,4.0,3017.0,0.0,2000000.0,2000000.0,4000000.0,France,Guadeloupe,183.0,2018-08-23,1993-03-23 00:00:00,2025-06-30 00:00:00,0.0
ES1,NL1,Midfielder,Attacking Midfield,Midfield,left,0.2038175347783888,7.0,3091.0,0.0,4000000.0,100000000.0,110000000.0,Norway,Norway,178.0,2018-08-21,1998-12-17 00:00:00,2028-06-30 00:00:00,0.0
ES1,ES1,Forward,Centre-Forward,Attack,right,0.5912801114871591,33.0,5023.0,0.0,8000000.0,13000000.0,25000000.0,Türkiye,Türkiye,187.0,2018-08-19,1997-05-10 00:00:00,2028-06-30 00:00:00,1.0
IT1,IT1,AttMid_Winger,Attacking Midfield,Midfield,right,0.3327731092436974,11.0,2975.0,0.0,9000000.0,700000.0,15000000.0,Italy,Italy,183.0,2018-08-17,1991-12-21 00:00:00,2025-06-30 00:00:00,0.0
FR1,IT1,CenterBack,Centre-Back,Defender,right,0.0,0.0,5004.0,0.0,3500000.0,2500000.0,5000000.0,France,Cote d'Ivoire,184.0,2018-08-17,1992-11-30 00:00:00,,1.0
TR1,IT1,CenterBack,Centre-Back,Defender,right,0.1020408163265306,3.0,2646.0,3300000.0,2000000.0,2000000.0,5000000.0,Netherlands,Nigeria,191.0,2018-08-17,1993-09-01 00:00:00,2026-06-30 00:00:00,1.0
ES1,IT1,AttMid_Winger,Right Winger,Attack,left,0.3716814159292035,21.0,5085.0,21300000.0,15000000.0,600000.0,18000000.0,Spain,Spain,182.0,2018-08-17,1995-01-18 00:00:00,2025-06-30 00:00:00,0.0
IT1,IT1,FullBack,Right-Back,Defender,right,0.0374064837905236,1.0,2406.0,0.0,1500000.0,1200000.0,3000000.0,Italy,Italy,179.0,2018-08-17,1995-04-12 00:00:00,2026-06-30 00:00:00,0.0
ES1,ES1,Forward,Centre-Forward,Attack,left,0.2721774193548387,6.0,1984.0,6000000.0,6000000.0,24000000.0,40000000.0,Morocco,Morocco,188.0,2018-08-17,1997-06-01 00:00:00,2029-06-30 00:00:00,0.0
FR1,FR1,AttMid_Winger,Attacking Midfield,Midfield,right,0.4729374671571203,20.0,3806.0,6000000.0,9000000.0,3000000.0,14000000.0,France,France,172.0,2018-08-16,1990-03-08 00:00:00,2025-06-30 00:00:00,0.0
L1,FR1,CenterBack,Centre-Back,Defender,both,0.1647974364843213,8.0,4369.0,37000000.0,18000000.0,15000000.0,35000000.0,Germany,Germany,186.0,2018-08-16,1996-09-21 00:00:00,2028-06-30 00:00:00,0.0
IT1,IT1,CenterBack,Centre-Back,Defender,right,0.0,0.0,498.0,0.0,1500000.0,1800000.0,7000000.0,Italy,Italy,187.0,2018-08-16,1996-05-19 00:00:00,2025-06-30 00:00:00,0.0
GB1,RU1,AttMid_Winger,Attacking Midfield,Midfield,right,0.1859504132231405,3.0,1452.0,0.0,8000000.0,8000000.0,30000000.0,Croatia,Croatia,179.0,2018-08-15,1997-10-04 00:00:00,2027-06-30 00:00:00,0.0
GB1,TR1,Forward,Centre-Forward,Attack,right,0.7152317880794702,18.0,2265.0,0.0,18000000.0,700000.0,25000000.0,Algeria,Algeria,188.0,2018-08-13,1988-06-18 00:00:00,2025-06-30 00:00:00,0.0
GB1,IT1,CenterBack,Defensive Midfield,Midfield,right,0.0468262226847034,1.0,1922.0,0.0,5000000.0,3500000.0,8000000.0,Switzerland,Switzerland,187.0,2018-08-13,1996-04-15 00:00:00,2025-06-30 00:00:00,0.0
ES1,ES1,Forward,Centre-Forward,Attack,right,0.8327246165084004,38.0,4107.0,16000000.0,20000000.0,700000.0,25000000.0,France,France,172.0,2018-08-12,1987-05-09 00:00:00,,1.0
IT1,ES1,Forward,Centre-Forward,Attack,right,0.7123552123552123,41.0,5180.0,0.0,22000000.0,5000000.0,45000000.0,Portugal,Portugal,186.0,2018-08-11,1995-11-06 00:00:00,2025-06-30 00:00:00,0.0
ES1,ES1,FullBack,Left-Back,Defender,left,0.1670447514951536,9.0,4849.0,0.0,15000000.0,40000000.0,60000000.0,France,France,184.0,2018-08-10,1997-10-06 00:00:00,2026-06-30 00:00:00,0.0
ES1,GB1,FullBack,Right-Back,Defender,right,0.158141351034752,9.0,5122.0,7000000.0,8000000.0,600000.0,15000000.0,Spain,Spain,175.0,2018-08-09,1991-04-14 00:00:00,2025-06-30 00:00:00,1.0
GB1,GB1,Forward,Centre-Forward,Attack,left,0.6730769230769231,28.0,3744.0,4400000.0,7500000.0,500000.0,17000000.0,Spain,Spain,180.0,2018-08-09,1988-09-10 00:00:00,2025-06-30 00:00:00,0.0
GB1,GB1,AttMid_Winger,Right Winger,Attack,right,0.3430749682337992,15.0,3935.0,0.0,8000000.0,3500000.0,10000000.0,France,Ghana,182.0,2018-08-09,1991-09-11 00:00:00,2026-06-30 00:00:00,0.0
GB1,ES1,GoalKeeper,Goalkeeper,Goalkeeper,left,0.0119047619047619,1.0,7560.0,35000000.0,65000000.0,25000000.0,75000000.0,Belgium,Belgium,200.0,2018-08-09,1992-05-11 00:00:00,2026-06-30 00:00:00,1.0
GB1,GB1,CenterBack,Centre-Back,Defender,right,0.0515021459227467,2.0,3495.0,0.0,15000000.0,25000000.0,35000000.0,France,France,190.0,2018-08-09,1994-10-27 00:00:00,2025-06-30 00:00:00,0.0
BE1,GB1,Midfielder,Defensive Midfield,Midfield,right,0.0682231655548817,5.0,6596.0,0.0,17000000.0,4500000.0,32000000.0,Belgium,Belgium,188.0,2018-08-09,1995-04-15 00:00:00,2025-06-30 00:00:00,0.0
BE1,GB1,Midfielder,Defensive Midfield,Midfield,right,0.0682231655548817,5.0,6596.0,0.0,17000000.0,4500000.0,32000000.0,Belgium,Belgium,188.0,2018-08-09,1995-04-15 00:00:00,2025-06-30 00:00:00,0.0
L1,GB1,CenterBack,Centre-Back,Defender,both,0.0391304347826087,2.0,4600.0,21100000.0,18000000.0,8000000.0,45000000.0,Türkiye,Türkiye,185.0,2018-08-09,1996-05-23 00:00:00,2027-06-30 00:00:00,0.0
ES1,GB1,GoalKeeper,Goalkeeper,Goalkeeper,right,0.0,0.0,4806.0,80000000.0,20000000.0,11000000.0,60000000.0,Spain,Spain,188.0,2018-08-08,1994-10-03 00:00:00,2025-05-31 00:00:00,1.0
SC1,GB1,Midfielder,Central Midfield,Midfield,left,0.3740409207161125,13.0,3128.0,3100000.0,1750000.0,18000000.0,32000000.0,Scotland,Scotland,178.0,2018-08-08,1994-10-18 00:00:00,2027-06-30 00:00:00,1.0
GB1,GB1,AttMid_Winger,Right Winger,Attack,right,0.0502793296089385,1.0,1790.0,20000000.0,8000000.0,10000000.0,40000000.0,Spain,Spain,178.0,2018-08-08,1996-01-25 00:00:00,2025-06-30 00:00:00,0.0
IT1,IT1,FullBack,Left-Back,Defender,left,0.1173402868318122,1.0,767.0,0.0,2000000.0,60000000.0,60000000.0,Italy,Italy,175.0,2018-08-07,1997-11-10 00:00:00,2027-06-30 00:00:00,0.0
PO1,PO1,Midfielder,Defensive Midfield,Midfield,right,0.0891972249752229,2.0,2018.0,0.0,1500000.0,40000000.0,60000000.0,Portugal,Portugal,190.0,2018-08-07,1995-07-09 00:00:00,2028-06-30 00:00:00,0.0
,L1,CenterBack,Centre-Back,Defender,right,0.1956521739130435,4.0,1840.0,20000000.0,20000000.0,2500000.0,40000000.0,Belgium,Belgium,186.0,2018-08-06,1989-01-12 00:00:00,2025-06-30 00:00:00,0.0
FR1,L1,FullBack,Left-Back,Defender,left,0.1553733275787656,8.0,4634.0,5000000.0,8000000.0,1200000.0,20000000.0,France,Guadeloupe,175.0,2018-08-06,1993-01-06 00:00:00,,0.0
FR1,L1,FullBack,Left-Back,Defender,left,0.1553733275787656,8.0,4634.0,5000000.0,8000000.0,1200000.0,20000000.0,France,Guadeloupe,175.0,2018-08-06,1993-01-06 00:00:00,,0.0
ES1,L1,FullBack,Left-Back,Defender,left,0.0,0.0,5604.0,0.0,12000000.0,6500000.0,20000000.0,Spain,Spain,178.0,2018-08-06,1997-04-22 00:00:00,2026-06-30 00:00:00,0.0
BE1,ES1,AttMid_Winger,Left Winger,Attack,right,0.3797468354430379,17.0,4029.0,3500000.0,6000000.0,12000000.0,12000000.0,Nigeria,Nigeria,168.0,2018-08-06,1995-07-12 00:00:00,2026-06-30 00:00:00,0.0
PO1,ES1,CenterBack,Centre-Back,Defender,right,0.01625428932635,1.0,5537.0,0.0,2000000.0,800000.0,12000000.0,Portugal,Portugal,192.0,2018-08-03,1995-03-10 00:00:00,2026-06-30 00:00:00,0.0
IT1,IT1,CenterBack,Centre-Back,Defender,right,0.098277117204562,9.0,8242.0,35000000.0,35000000.0,1000000.0,45000000.0,Italy,Italy,189.0,2018-08-02,1987-05-01 00:00:00,,0.0
GB1,GB1,Midfielder,Defensive Midfield,Midfield,right,0.1243738124028329,8.0,5789.0,10700000.0,12000000.0,1000000.0,12000000.0,Senegal,Senegal,189.0,2018-08-02,1989-12-21 00:00:00,,1.0
IT1,IT1,CenterBack,Centre-Back,Defender,right,0.1907453196750265,12.0,5662.0,37740000.0,25000000.0,800000.0,25000000.0,Italy,Italy,187.0,2018-08-02,1994-05-05 00:00:00,2025-06-30 00:00:00,1.0
ES1,GB1,FullBack,Left-Back,Defender,left,0.1410658307210031,5.0,3190.0,20200000.0,15000000.0,12000000.0,35000000.0,France,France,178.0,2018-08-01,1993-07-20 00:00:00,2026-06-30 00:00:00,0.0
ES1,IT1,Forward,Second Striker,Attack,right,0.5149919890135042,25.0,4369.0,17850000.0,10000000.0,3000000.0,38000000.0,Argentina,Argentina,188.0,2018-08-01,1994-08-13 00:00:00,2025-06-30 00:00:00,0.0
IT1,IT1,Forward,Centre-Forward,Attack,left,0.6120556414219475,22.0,3235.0,0.0,10000000.0,1000000.0,12000000.0,France,France,179.0,2018-07-27,1991-06-17 00:00:00,2026-06-30 00:00:00,0.0
RU1,FR1,Midfielder,Attacking Midfield,Midfield,right,0.2703514568939621,20.0,6658.0,30000000.0,25000000.0,25000000.0,30000000.0,Russia,Russia,178.0,2018-07-27,1996-05-30 00:00:00,2029-06-30 00:00:00,0.0
GB1,FR1,GoalKeeper,Goalkeeper,Goalkeeper,right,0.0,0.0,2340.0,4000000.0,4500000.0,7000000.0,8000000.0,Belgium,Belgium,188.0,2018-07-26,1992-02-26 00:00:00,2027-06-30 00:00:00,1.0
ES1,GB1,CenterBack,Centre-Back,Defender,right,0.1622206200432588,5.0,2774.0,4000000.0,3000000.0,9000000.0,16000000.0,Switzerland,Switzerland,186.0,2018-07-26,1991-12-20 00:00:00,2026-06-30 00:00:00,0.0
IT1,IT1,Midfielder,Defensive Midfield,Midfield,left,0.0827459393196445,3.0,3263.0,20000000.0,10000000.0,10000000.0,15000000.0,Italy,Italy,183.0,2018-07-26,1997-06-29 00:00:00,2026-06-30 00:00:00,0.0
,FR1,Midfielder,Attacking Midfield,Midfield,right,0.0,0.0,590.0,1600000.0,3000000.0,2000000.0,25000000.0,France,France,184.0,2018-07-26,1998-01-17 00:00:00,2026-06-30 00:00:00,0.0
,FR1,Midfielder,Attacking Midfield,Midfield,right,0.0,0.0,590.0,1600000.0,3000000.0,2000000.0,25000000.0,France,France,184.0,2018-07-26,1998-01-17 00:00:00,2026-06-30 00:00:00,0.0
FR1,GB1,Midfielder,Central Midfield,Midfield,right,0.2370916754478398,15.0,5694.0,5600000.0,10000000.0,600000.0,30000000.0,Portugal,Portugal,170.0,2018-07-24,1986-09-08 00:00:00,2025-06-30 00:00:00,0.0
FR1,GB1,FullBack,Central Midfield,Midfield,right,0.2370916754478398,15.0,5694.0,5600000.0,10000000.0,600000.0,30000000.0,Portugal,Portugal,170.0,2018-07-24,1986-09-08 00:00:00,2025-06-30 00:00:00,0.0
FR1,FR1,Forward,Centre-Forward,Attack,right,0.3790005614823132,15.0,3562.0,0.0,4000000.0,2000000.0,16000000.0,France,Algeria,181.0,2018-07-24,1991-10-09 00:00:00,2025-06-30 00:00:00,0.0
FR1,FR1,Forward,Centre-Forward,Attack,right,0.3790005614823132,15.0,3562.0,0.0,4000000.0,2000000.0,16000000.0,France,Algeria,181.0,2018-07-24,1991-10-09 00:00:00,2025-06-30 00:00:00,0.0
FR1,FR1,Midfielder,Defensive Midfield,Midfield,left,0.1495016611295681,5.0,3010.0,14000000.0,3000000.0,2000000.0,10000000.0,Cote d'Ivoire,Cote d'Ivoire,186.0,2018-07-24,1994-03-20 00:00:00,2026-06-30 00:00:00,0.0
ES1,GB1,FullBack,Left-Back,Defender,left,0.1080432172869147,6.0,4998.0,15000000.0,2500000.0,1300000.0,10000000.0,Spain,Spain,183.0,2018-07-24,1993-02-23 00:00:00,2026-06-30 00:00:00,0.0
GB1,GB1,AttMid_Winger,Centre-Forward,Attack,right,0.3063308373042886,10.0,2938.0,39200000.0,25000000.0,25000000.0,65000000.0,Brazil,Brazil,184.0,2018-07-24,1997-05-10 00:00:00,2027-06-30 00:00:00,0.0
GB1,PO1,CenterBack,Centre-Back,Defender,right,0.0,0.0,763.0,4660000.0,6000000.0,3000000.0,20000000.0,Zaire,DR Congo,182.0,2018-07-23,1994-08-08 00:00:00,2025-06-30 00:00:00,0.0
GB1,BE1,Forward,Centre-Forward,Attack,right,0.3957286432160804,14.0,3184.0,0.0,1500000.0,18000000.0,30000000.0,Nigeria,Nigeria,183.0,2018-07-23,1997-08-12 00:00:00,2027-06-30 00:00:00,0.0
GB1,ES1,AttMid_Winger,Left Winger,Attack,right,0.1751654340210198,5.0,2569.0,0.0,12000000.0,4500000.0,15000000.0,France,Morocco,175.0,2018-07-20,1993-09-17 00:00:00,2026-06-30 00:00:00,0.0
IT1,GB1,GoalKeeper,Goalkeeper,Goalkeeper,right,0.015625,1.0,5760.0,62500000.0,60000000.0,25000000.0,90000000.0,Brazil,Brazil,193.0,2018-07-19,1992-10-02 00:00:00,2027-06-30 00:00:00,1.0
IT1,IT1,Forward,Centre-Forward,Attack,left,0.498870868404845,27.0,4871.0,0.0,9000000.0,1400000.0,20000000.0,Italy,Italy,190.0,2018-07-19,1995-06-30 00:00:00,2027-06-30 00:00:00,0.0
IT1,GR1,Forward,Centre-Forward,Attack,right,0.2256581696615127,6.0,2393.0,0.0,2500000.0,5000000.0,7000000.0,Argentina,Argentina,181.0,2018-07-19,1997-03-29 00:00:00,2027-06-30 00:00:00,0.0
IT1,GR1,Forward,Centre-Forward,Attack,right,0.2613746369796709,6.0,2066.0,0.0,1500000.0,7000000.0,15000000.0,Argentina,Argentina,183.0,2018-07-18,1996-02-28 00:00:00,2027-06-30 00:00:00,0.0
GB1,NL1,FullBack,Centre-Back,Defender,left,0.1133215814656257,5.0,3971.0,16000000.0,18000000.0,2000000.0,25000000.0,Netherlands,Netherlands,180.0,2018-07-17,1990-03-09 00:00:00,2026-06-30 00:00:00,0.0
GB1,FR1,AttMid_Winger,Left Winger,Attack,right,0.3905967450271247,12.0,2765.0,7000000.0,10000000.0,1500000.0,16000000.0,France,Tunisia,176.0,2018-07-17,1991-02-08 00:00:00,2025-06-30 00:00:00,0.0
TR1,IT1,Midfielder,Central Midfield,Midfield,right,0.1412429378531073,5.0,3186.0,2200000.0,750000.0,650000.0,4000000.0,France,Morocco,183.0,2018-07-17,1991-08-07 00:00:00,2025-06-30 00:00:00,0.0
ES1,IT1,AttMid_Winger,Left Winger,Attack,right,0.44189852700491,6.0,1222.0,,2500000.0,1000000.0,10000000.0,Venezuela,Venezuela,171.0,2018-07-17,1993-02-07 00:00:00,2026-06-30 00:00:00,0.0
,,AttMid_Winger,Attacking Midfield,Midfield,right,0.612013600302229,18.0,2647.0,0.0,4000000.0,28000000.0,75000000.0,England,England,181.0,2018-07-17,1999-01-10 00:00:00,2028-06-30 00:00:00,1.0
FR1,GB1,Midfielder,Defensive Midfield,Midfield,right,0.1552393272962484,4.0,2319.0,16800000.0,8000000.0,28000000.0,35000000.0,Cote d'Ivoire,Mali,182.0,2018-07-17,1996-08-30 00:00:00,2026-06-30 00:00:00,1.0
,FR1,CenterBack,Centre-Back,Defender,right,0.0248275862068965,1.0,3625.0,0.0,2000000.0,100000.0,7000000.0,Portugal,Portugal,191.0,2018-07-15,1983-12-22 00:00:00,2025-06-30 00:00:00,0.0
IT1,GB1,AttMid_Winger,Left Winger,Attack,right,0.6113886113886113,34.0,5005.0,38000000.0,30000000.0,8000000.0,45000000.0,Brazil,Brazil,175.0,2018-07-15,1993-04-15 00:00:00,2027-12-31 00:00:00,1.0
IT1,GB1,Midfielder,Defensive Midfield,Midfield,right,0.1775147928994083,11.0,5577.0,57000000.0,50000000.0,8000000.0,65000000.0,Brazil,Italy,178.0,2018-07-14,1991-12-20 00:00:00,2025-06-30 00:00:00,0.0
IT1,GB1,Midfielder,Defensive Midfield,Midfield,right,0.1775147928994083,11.0,5577.0,57000000.0,50000000.0,8000000.0,65000000.0,Brazil,Italy,178.0,2018-07-14,1991-12-20 00:00:00,2025-06-30 00:00:00,0.0
PO1,ES1,Midfielder,Defensive Midfield,Midfield,right,0.1071428571428571,8.0,6720.0,18500000.0,25000000.0,2000000.0,30000000.0,Angola,Portugal,187.0,2018-07-13,1992-04-07 00:00:00,2026-06-30 00:00:00,0.0
FR1,L1,AttMid_Winger,Centre-Forward,Attack,right,0.6317900718702991,42.0,5983.0,23000000.0,18000000.0,6000000.0,38000000.0,France,France,181.0,2018-07-13,1993-03-10 00:00:00,2026-06-30 00:00:00,0.0
ES1,ES1,FullBack,Right-Back,Defender,right,0.1437699680511182,1.0,626.0,0.0,1000000.0,2000000.0,5000000.0,Spain,Spain,180.0,2018-07-13,1995-01-24 00:00:00,2025-06-30 00:00:00,1.0
ES1,ES1,GoalKeeper,Goalkeeper,Goalkeeper,right,0.0,0.0,1985.0,3000000.0,4000000.0,4000000.0,18000000.0,Spain,Spain,192.0,2018-07-13,1993-04-04 00:00:00,2026-06-30 00:00:00,1.0
IT1,IT1,Forward,Centre-Forward,Attack,right,0.5120205542301339,31.0,5449.0,0.0,20000000.0,4000000.0,45000000.0,Colombia,Colombia,188.0,2018-07-12,1991-04-01 00:00:00,2026-06-30 00:00:00,0.0
IT1,IT1,CenterBack,Centre-Back,Defender,right,0.0552910459222853,4.0,6511.0,3600000.0,2800000.0,1000000.0,4000000.0,Italy,Italy,187.0,2018-07-12,1992-05-11 00:00:00,,1.0
PO1,L1,Forward,Centre-Forward,Attack,right,0.6330597889800704,18.0,2559.0,3000000.0,3000000.0,1500000.0,15000000.0,Portugal,Portugal,184.0,2018-07-12,1994-08-01 00:00:00,,0.0
ES1,ES1,CenterBack,Centre-Back,Defender,left,0.0575742067553736,5.0,7816.0,35900000.0,36000000.0,7500000.0,60000000.0,France,France,186.0,2018-07-12,1995-06-17 00:00:00,2025-06-30 00:00:00,0.0
GB1,ES1,Midfielder,Central Midfield,Midfield,left,0.1036866359447004,2.0,1736.0,12000000.0,12000000.0,35000000.0,50000000.0,Spain,Spain,189.0,2018-07-12,1996-06-22 00:00:00,2028-06-30 00:00:00,0.0
IT1,IT1,CenterBack,Centre-Back,Defender,left,0.0555555555555555,5.0,8100.0,12000000.0,10000000.0,3000000.0,15000000.0,Italy,Italy,192.0,2018-07-11,1988-02-10 00:00:00,2026-06-30 00:00:00,0.0
FR1,FR1,Midfielder,Attacking Midfield,Midfield,right,0.3521739130434783,9.0,2300.0,2600000.0,1250000.0,1500000.0,9000000.0,France,France,175.0,2018-07-11,1991-11-19 00:00:00,2025-06-30 00:00:00,0.0
FR1,FR1,Midfielder,Attacking Midfield,Midfield,right,0.3521739130434783,9.0,2300.0,2600000.0,1250000.0,1500000.0,9000000.0,France,France,175.0,2018-07-11,1991-11-19 00:00:00,2025-06-30 00:00:00,0.0
FR1,IT1,Midfielder,Defensive Midfield,Midfield,right,0.1086694035257184,5.0,4141.0,11500000.0,8000000.0,2500000.0,13000000.0,France,France,187.0,2018-07-10,1994-03-17 00:00:00,2025-06-30 00:00:00,0.0
FR1,SC1,Midfielder,Central Midfield,Midfield,right,0.1782178217821782,6.0,3030.0,0.0,1250000.0,2500000.0,5000000.0,Mali,Mali,183.0,2018-07-10,1996-04-10 00:00:00,2027-06-30 00:00:00,0.0
,DK1,Midfielder,Attacking Midfield,Midfield,right,0.6267409470752089,5.0,718.0,,400000.0,25000000.0,25000000.0,Denmark,Denmark,180.0,2018-07-10,2000-07-03 00:00:00,2030-06-30 00:00:00,1.0
PO1,GR1,AttMid_Winger,Right Winger,Attack,right,0.5294117647058824,15.0,2550.0,7000000.0,4500000.0,13000000.0,25000000.0,Portugal,Portugal,170.0,2018-07-09,1995-10-21 00:00:00,2025-06-30 00:00:00,0.0
FR1,FR1,FullBack,Right-Back,Defender,right,0.0,0.0,2134.0,6000000.0,4000000.0,3500000.0,6000000.0,France,France,177.0,2018-07-09,1998-06-13 00:00:00,2026-06-19 00:00:00,0.0
FR1,FR1,FullBack,Right-Back,Defender,right,0.0,0.0,2134.0,6000000.0,4000000.0,3500000.0,6000000.0,France,France,177.0,2018-07-09,1998-06-13 00:00:00,2026-06-19 00:00:00,0.0
IT1,IT1,GoalKeeper,Goalkeeper,Goalkeeper,right,0.0,0.0,4282.0,0.0,6000000.0,1500000.0,10000000.0,Italy,Italy,192.0,2018-07-06,1992-05-10 00:00:00,2027-06-30 00:00:00,1.0
IT1,ES1,CenterBack,Centre-Back,Defender,left,0.0,0.0,1265.0,600000.0,600000.0,1000000.0,10000000.0,Uruguay,Uruguay,190.0,2018-07-05,1991-06-17 00:00:00,2025-06-30 00:00:00,0.0
,IT1,FullBack,Left-Back,Defender,left,0.1173402868318122,1.0,767.0,5000000.0,2000000.0,60000000.0,60000000.0,Italy,Italy,175.0,2018-07-05,1997-11-10 00:00:00,2027-06-30 00:00:00,1.0
IT1,IT1,GoalKeeper,Goalkeeper,Goalkeeper,left,0.0,0.0,1159.0,0.0,12000000.0,12000000.0,40000000.0,Italy,Italy,190.0,2018-07-05,1997-03-22 00:00:00,2025-06-30 00:00:00,1.0
IT1,IT1,CenterBack,Centre-Back,Defender,right,0.0663880009835259,3.0,4067.0,10700000.0,8500000.0,2500000.0,25000000.0,Italy,Italy,183.0,2018-07-04,1992-03-02 00:00:00,2026-06-30 00:00:00,0.0
IT1,IT1,AttMid_Winger,Left Winger,Attack,right,0.3906510851419031,13.0,2995.0,7450000.0,3500000.0,1400000.0,5000000.0,Italy,Italy,171.0,2018-07-04,1994-06-14 00:00:00,2026-06-30 00:00:00,0.0
ES1,ES1,GoalKeeper,Goalkeeper,Goalkeeper,left,0.0,0.0,2656.0,0.0,5000000.0,10000000.0,24000000.0,Spain,Spain,189.0,2018-07-04,1994-12-13 00:00:00,2025-06-30 00:00:00,1.0
ES1,ES1,Midfielder,Defensive Midfield,Midfield,left,0.108335841107433,4.0,3323.0,0.0,2500000.0,3000000.0,6000000.0,Spain,Spain,191.0,2018-07-04,1993-04-08 00:00:00,2027-06-30 00:00:00,0.0
,PO1,CenterBack,Centre-Back,Defender,left,0.052417006406523,1.0,1717.0,900000.0,900000.0,3000000.0,15000000.0,Brazil,Brazil,185.0,2018-07-04,1996-06-05 00:00:00,2027-06-30 00:00:00,0.0
FR1,ES1,FullBack,Left-Back,Defender,left,0.2118413905486148,13.0,5523.0,24750000.0,17000000.0,1500000.0,20000000.0,Spain,Spain,181.0,2018-07-02,1990-02-10 00:00:00,2025-06-30 00:00:00,0.0
ES1,L1,Midfielder,Defensive Midfield,Midfield,right,0.0684237202230106,3.0,3946.0,10000000.0,8000000.0,900000.0,14000000.0,Spain,Equatorial Guinea,181.0,2018-07-02,1993-02-02 00:00:00,2026-06-30 00:00:00,0.0
L1,L1,FullBack,Right-Back,Defender,right,0.5149781218444969,17.0,2971.0,5000000.0,10000000.0,3000000.0,10000000.0,Germany,Germany,188.0,2018-07-02,1995-05-27 00:00:00,2027-06-30 00:00:00,1.0
IT1,GB1,CenterBack,Centre-Back,Defender,left,0.0488776249094858,3.0,5524.0,5000000.0,7000000.0,1500000.0,7000000.0,Morocco,Morocco,191.0,2018-07-02,1994-01-02 00:00:00,2026-06-30 00:00:00,0.0
FR1,FR1,AttMid_Winger,Left Winger,Attack,right,0.5135202183081121,23.0,4031.0,0.0,8000000.0,9000000.0,25000000.0,France,Cote d'Ivoire,175.0,2018-07-02,1996-03-26 00:00:00,2026-06-30 00:00:00,0.0
FR1,IT1,GoalKeeper,Goalkeeper,Goalkeeper,right,0.0,0.0,6660.0,8000000.0,18000000.0,4000000.0,20000000.0,Burkina Faso,France,196.0,2018-07-02,1999-01-23 00:00:00,2027-06-30 00:00:00,1.0
IT1,IT1,GoalKeeper,Goalkeeper,Goalkeeper,right,0.0,0.0,8550.0,0.0,1000000.0,600000.0,22000000.0,Spain,Spain,188.0,2018-07-01,1982-08-31 00:00:00,2025-06-30 00:00:00,1.0
GB1,GB1,CenterBack,Centre-Back,Defender,both,0.1060695344725987,6.0,5091.0,4000000.0,15000000.0,1500000.0,15000000.0,Northern Ireland,Northern Ireland,188.0,2018-07-01,1988-01-03 00:00:00,2025-06-30 00:00:00,1.0
PO1,GB1,GoalKeeper,Goalkeeper,Goalkeeper,left,0.0,0.0,7950.0,18000000.0,16000000.0,1000000.0,20000000.0,Portugal,Portugal,190.0,2018-07-01,1988-02-15 00:00:00,2025-06-30 00:00:00,1.0
