from_league,to_league,Position,sub_position,position,foot,GA90_pre,GA_pre,PreMinutes,transfer_fee,market_value_in_eur,market_value_in_eur_player,highest_market_value_in_eur,country_of_birth,country_of_citizenship,height_in_cm,transfer_date,date_of_birth,contract_expiration_date,DeclineFlag
FR1,ES1,AttMid_Winger,Left Winger,Attack,right,0.2644770959377701,17.0,5785.0,0.0,20000000.0,9000000.0,25000000.0,France,Cote d'Ivoire,175.0,2023-07-18,1996-03-26 00:00:00,2026-06-30 00:00:00,0.0
FR1,L1,CenterBack,Centre-Back,Defender,left,0.0,0.0,627.0,15000000.0,7000000.0,12000000.0,15000000.0,France,France,196.0,2023-07-18,2005-05-16 00:00:00,2028-06-30 00:00:00,1.0
ES1,ES1,FullBack,Left-Back,Defender,left,0.1094058653700045,8.0,6581.0,0.0,3500000.0,1500000.0,6000000.0,Uruguay,Uruguay,172.0,2023-07-17,1992-01-05 00:00:00,2026-06-30 00:00:00,1.0
GB1,ES1,Midfielder,Defensive Midfield,Midfield,left,0.0888157894736842,3.0,3040.0,0.0,10000000.0,8000000.0,30000000.0,Spain,Spain,184.0,2023-07-17,1996-11-26 00:00:00,2029-06-30 00:00:00,0.0
IT1,IT1,Midfielder,Central Midfield,Midfield,both,0.2674591381872214,2.0,673.0,0.0,1800000.0,4000000.0,4000000.0,Italy,Italy,186.0,2023-07-17,2001-05-14 00:00:00,2028-06-30 00:00:00,1.0
GB1,GB1,Midfielder,Central Midfield,Midfield,right,0.184994861253854,16.0,7784.0,116600000.0,90000000.0,110000000.0,120000000.0,England,England,188.0,2023-07-15,1999-01-14 00:00:00,2028-06-30 00:00:00,0.0
FR1,L1,Forward,Centre-Forward,Attack,right,0.7799241740386351,48.0,5539.0,40000000.0,35000000.0,60000000.0,60000000.0,Belgium,Belgium,177.0,2023-07-14,2000-02-16 00:00:00,2028-06-30 00:00:00,0.0
L1,L1,Forward,Centre-Forward,Attack,right,0.6952789699570815,9.0,1165.0,4000000.0,5000000.0,1500000.0,5000000.0,Germany,Germany,184.0,2023-07-14,2000-07-20 00:00:00,2025-06-30 00:00:00,0.0
IT1,IT1,FullBack,Left-Back,Defender,left,0.1016030706705802,5.0,4429.0,10000000.0,10000000.0,5000000.0,10000000.0,Italy,Italy,178.0,2023-07-14,2000-11-09 00:00:00,2028-06-30 00:00:00,0.0
GB1,FR1,AttMid_Winger,Right Midfield,Midfield,left,0.4811762085096903,24.0,4489.0,0.0,10000000.0,7000000.0,15000000.0,France,France,180.0,2023-07-14,1998-07-14 00:00:00,2025-06-30 00:00:00,1.0
GB1,FR1,AttMid_Winger,Right Midfield,Midfield,left,0.4811762085096903,24.0,4489.0,0.0,10000000.0,7000000.0,15000000.0,France,France,180.0,2023-07-14,1998-07-14 00:00:00,2025-06-30 00:00:00,1.0
L1,PO1,AttMid_Winger,Central Midfield,Midfield,right,0.5135520684736091,8.0,1402.0,6000000.0,4000000.0,16000000.0,16000000.0,Spain,Uruguay,178.0,2023-07-14,1999-08-12 00:00:00,2028-06-30 00:00:00,0.0
GB1,GB1,FullBack,Right-Back,Defender,both,0.0819423368740516,3.0,3295.0,0.0,600000.0,500000.0,27000000.0,England,England,175.0,2023-07-13,1985-07-09 00:00:00,2025-06-30 00:00:00,0.0
FR1,,Midfielder,Central Midfield,Midfield,right,0.2459016393442623,5.0,1830.0,0.0,1800000.0,800000.0,4000000.0,Belgium,Belgium,173.0,2023-07-13,1991-05-29 00:00:00,2026-06-30 00:00:00,1.0
GB1,IT1,AttMid_Winger,Right Winger,Attack,right,0.4495504495504495,15.0,3003.0,20800000.0,25000000.0,50000000.0,60000000.0,United States,United States,177.0,2023-07-13,1998-09-18 00:00:00,2027-06-30 00:00:00,0.0
GB1,L1,CenterBack,Centre-Back,Defender,right,0.1102941176470588,1.0,816.0,0.0,5000000.0,20000000.0,20000000.0,Netherlands,Netherlands,192.0,2023-07-13,2001-12-20 00:00:00,2029-06-30 00:00:00,1.0
FR1,GB1,AttMid_Winger,Right Midfield,Midfield,left,0.4811762085096903,24.0,4489.0,15000000.0,10000000.0,7000000.0,15000000.0,France,France,180.0,2023-07-13,1998-07-14 00:00:00,2025-06-30 00:00:00,1.0
FR1,GB1,AttMid_Winger,Right Midfield,Midfield,left,0.4811762085096903,24.0,4489.0,15000000.0,10000000.0,7000000.0,15000000.0,France,France,180.0,2023-07-13,1998-07-14 00:00:00,2025-06-30 00:00:00,1.0
L1,TR1,FullBack,Left-Back,Defender,left,0.4047766749379652,29.0,6448.0,0.0,12000000.0,15000000.0,35000000.0,Spain,Spain,171.0,2023-07-12,1997-01-04 00:00:00,2028-06-30 00:00:00,1.0
ES1,GB1,CenterBack,Centre-Back,Defender,left,0.0966442953020134,8.0,7450.0,33000000.0,45000000.0,40000000.0,50000000.0,Spain,Spain,192.0,2023-07-12,1997-01-16 00:00:00,2028-06-30 00:00:00,1.0
FR1,IT1,CenterBack,Centre-Back,Defender,left,0.0385769395627946,1.0,2333.0,0.0,7000000.0,6500000.0,10000000.0,Italy,Italy,190.0,2023-07-12,2002-01-24 00:00:00,2025-06-30 00:00:00,1.0
L1,TR1,Midfielder,Defensive Midfield,Midfield,right,0.1573770491803278,8.0,4575.0,350000.0,700000.0,200000.0,4500000.0,Germany,Türkiye,185.0,2023-07-11,1992-03-23 00:00:00,2025-06-30 00:00:00,0.0
FR1,TR1,CenterBack,Centre-Back,Defender,right,0.0669393826701375,4.0,5378.0,0.0,8000000.0,7500000.0,10000000.0,France,Ghana,182.0,2023-07-10,1994-08-09 00:00:00,2026-06-30 00:00:00,0.0
IT1,IT1,Forward,Attacking Midfield,Midfield,right,0.4044943820224719,4.0,890.0,0.0,3000000.0,10000000.0,10000000.0,Italy,Italy,188.0,2023-07-10,2001-10-11 00:00:00,2029-06-30 00:00:00,0.0
GB1,L1,AttMid_Winger,Attacking Midfield,Midfield,right,0.1415650806134487,4.0,2543.0,0.0,25000000.0,12000000.0,30000000.0,United States,United States,177.0,2023-07-09,2000-10-22 00:00:00,2027-06-30 00:00:00,0.0
FR1,,Forward,Centre-Forward,Attack,right,0.6012884753042234,28.0,4191.0,2500000.0,7000000.0,2000000.0,16000000.0,France,Algeria,181.0,2023-07-08,1991-10-09 00:00:00,2025-06-30 00:00:00,1.0
FR1,,Forward,Centre-Forward,Attack,right,0.6012884753042234,28.0,4191.0,2500000.0,7000000.0,2000000.0,16000000.0,France,Algeria,181.0,2023-07-08,1991-10-09 00:00:00,2025-06-30 00:00:00,1.0
L1,ES1,FullBack,Centre-Back,Defender,left,0.118487869099116,7.0,5317.0,0.0,3000000.0,2000000.0,25000000.0,Netherlands,Netherlands,180.0,2023-07-07,1990-03-09 00:00:00,2026-06-30 00:00:00,0.0
ES1,GR1,Midfielder,Central Midfield,Midfield,left,0.205620287868403,10.0,4377.0,3000000.0,3800000.0,1500000.0,14000000.0,Netherlands,Netherlands,175.0,2023-07-07,1995-01-03 00:00:00,2025-06-30 00:00:00,0.0
IT1,IT1,Midfielder,Central Midfield,Midfield,right,0.1974766867800329,4.0,1823.0,0.0,4000000.0,2000000.0,20000000.0,Italy,Italy,188.0,2023-07-07,1994-04-07 00:00:00,2025-06-30 00:00:00,1.0
FR1,BE1,Forward,Centre-Forward,Attack,right,0.4459459459459459,11.0,2220.0,5000000.0,7000000.0,13000000.0,23000000.0,Denmark,Denmark,187.0,2023-07-07,1997-10-06 00:00:00,2027-06-30 00:00:00,0.0
FR1,BE1,Forward,Centre-Forward,Attack,right,0.4459459459459459,11.0,2220.0,5000000.0,7000000.0,13000000.0,23000000.0,Denmark,Denmark,187.0,2023-07-07,1997-10-06 00:00:00,2027-06-30 00:00:00,0.0
L1,IT1,FullBack,Left-Back,Defender,left,0.2256581696615127,12.0,4786.0,9500000.0,9000000.0,7000000.0,14000000.0,Netherlands,Netherlands,189.0,2023-07-07,2000-06-20 00:00:00,2025-06-30 00:00:00,0.0
L1,NL1,Forward,Centre-Forward,Attack,right,0.4470661285315119,16.0,3221.0,11000000.0,9000000.0,18000000.0,18000000.0,United States,United States,185.0,2023-07-07,2003-01-09 00:00:00,2028-06-30 00:00:00,0.0
FR1,FR1,Midfielder,Central Midfield,Midfield,right,0.257486172038909,15.0,5243.0,20000000.0,20000000.0,18000000.0,20000000.0,France,France,173.0,2023-07-07,2000-02-03 00:00:00,2029-06-30 00:00:00,1.0
GB1,ES1,FullBack,Centre-Back,Defender,right,0.1055512118842846,6.0,5116.0,0.0,5000000.0,1800000.0,40000000.0,Spain,Spain,178.0,2023-07-06,1989-08-28 00:00:00,2025-06-30 00:00:00,0.0
GB1,L1,Midfielder,Defensive Midfield,Midfield,left,0.2839116719242902,19.0,6023.0,15000000.0,20000000.0,17000000.0,50000000.0,Switzerland,Switzerland,186.0,2023-07-06,1992-09-27 00:00:00,2028-06-30 00:00:00,1.0
L1,L1,AttMid_Winger,Left Winger,Attack,right,0.409090909090909,12.0,2640.0,3000000.0,3000000.0,2500000.0,3000000.0,Germany,Germany,188.0,2023-07-06,1993-03-29 00:00:00,2026-06-30 00:00:00,0.0
IT1,FR1,CenterBack,Centre-Back,Defender,right,0.0663227708179808,5.0,6785.0,0.0,50000000.0,15000000.0,65000000.0,Slovakia,Slovakia,188.0,2023-07-06,1995-02-11 00:00:00,2025-06-30 00:00:00,0.0
GB1,ES1,AttMid_Winger,Centre-Forward,Attack,right,0.4543815362423368,14.0,2773.0,0.0,6000000.0,10000000.0,30000000.0,Spain,Spain,178.0,2023-07-06,1993-07-29 00:00:00,2028-06-30 00:00:00,0.0
GB1,ES1,AttMid_Winger,Centre-Forward,Attack,right,0.4543815362423368,14.0,2773.0,0.0,6000000.0,10000000.0,30000000.0,Spain,Spain,178.0,2023-07-06,1993-07-29 00:00:00,2028-06-30 00:00:00,0.0
ES1,FR1,AttMid_Winger,Right Winger,Attack,left,0.7450693937180423,34.0,4107.0,0.0,25000000.0,20000000.0,90000000.0,Spain,Spain,182.0,2023-07-06,1996-01-21 00:00:00,2025-06-30 00:00:00,0.0
IT1,SC1,Forward,Centre-Forward,Attack,right,0.7540394973070017,28.0,3342.0,5000000.0,5000000.0,4000000.0,6000000.0,Belgium,Nigeria,185.0,2023-07-06,1994-12-08 00:00:00,2027-05-31 00:00:00,0.0
GB1,L1,CenterBack,Centre-Back,Defender,right,0.0,0.0,5007.0,0.0,18000000.0,18000000.0,18000000.0,Germany,Germany,192.0,2023-07-06,1996-07-17 00:00:00,2027-06-30 00:00:00,0.0
IT1,IT1,Midfielder,Central Midfield,Midfield,right,0.2292409577177789,15.0,5889.0,0.0,25000000.0,32000000.0,35000000.0,Italy,Italy,178.0,2023-07-06,1999-09-22 00:00:00,2028-06-30 00:00:00,0.0
IT1,IT1,CenterBack,Centre-Back,Defender,right,0.0574896199297349,2.0,3131.0,3000000.0,3000000.0,2500000.0,25000000.0,Italy,Italy,183.0,2023-07-05,1992-03-02 00:00:00,2026-06-30 00:00:00,1.0
IT1,PO1,Forward,Right Winger,Attack,left,0.6269517175114101,29.0,4163.0,0.0,8000000.0,3000000.0,65000000.0,Argentina,Argentina,178.0,2023-07-05,1988-02-14 00:00:00,2025-06-30 00:00:00,0.0
ES1,ES1,CenterBack,Centre-Back,Defender,left,0.0969200947663148,5.0,4643.0,0.0,10000000.0,5000000.0,32000000.0,Spain,Spain,182.0,2023-07-05,1991-05-17 00:00:00,2026-06-30 00:00:00,0.0
FR1,FR1,AttMid_Winger,Right Winger,Attack,left,0.4527439024390244,33.0,6560.0,15000000.0,20000000.0,18000000.0,22000000.0,France,France,180.0,2023-07-05,1997-12-31 00:00:00,2027-06-30 00:00:00,0.0
L1,L1,Midfielder,Defensive Midfield,Midfield,right,0.2688707428799043,15.0,5021.0,0.0,13000000.0,9000000.0,13000000.0,France,Tunisia,185.0,2023-07-05,1995-05-10 00:00:00,2027-06-30 00:00:00,1.0
GB1,ES1,CenterBack,Centre-Back,Defender,both,0.0474683544303797,2.0,3792.0,0.0,15000000.0,8000000.0,45000000.0,Türkiye,Türkiye,185.0,2023-07-05,1996-05-23 00:00:00,2027-06-30 00:00:00,0.0
GB1,GB1,AttMid_Winger,Attacking Midfield,Midfield,right,0.5896936426421108,37.0,5647.0,64200000.0,60000000.0,28000000.0,75000000.0,England,England,181.0,2023-07-05,1999-01-10 00:00:00,2028-06-30 00:00:00,1.0
PO1,L1,AttMid_Winger,Centre-Forward,Attack,right,0.3819784524975514,13.0,3063.0,8000000.0,7000000.0,12000000.0,12000000.0,Portugal,Portugal,180.0,2023-07-05,2002-06-16 00:00:00,2027-06-30 00:00:00,0.0
GB1,GR1,CenterBack,Centre-Back,Defender,right,0.0468994267847837,1.0,1919.0,1000000.0,2500000.0,2000000.0,5000000.0,Netherlands,Nigeria,191.0,2023-07-04,1993-09-01 00:00:00,2026-06-30 00:00:00,1.0
FR1,FR1,CenterBack,Centre-Back,Defender,right,0.0338282277767336,2.0,5321.0,0.0,2000000.0,1500000.0,2000000.0,France,French Guiana,188.0,2023-07-04,1992-11-21 00:00:00,2025-06-30 00:00:00,0.0
GB1,GB1,CenterBack,Centre-Back,Defender,right,0.0491534680502457,2.0,3662.0,26850000.0,22000000.0,28000000.0,28000000.0,Ireland,Ireland,193.0,2023-07-04,2001-04-30 00:00:00,2029-06-30 00:00:00,0.0
L1,IT1,FullBack,Left-Back,Defender,left,0.1979762428508579,10.0,4546.0,0.0,7000000.0,6500000.0,20000000.0,Spain,Spain,178.0,2023-07-03,1997-04-22 00:00:00,2026-06-30 00:00:00,1.0
IT1,GB1,Midfielder,Central Midfield,Midfield,right,0.2523836231071228,20.0,7132.0,58900000.0,50000000.0,45000000.0,60000000.0,Italy,Italy,181.0,2023-07-03,2000-05-08 00:00:00,2028-06-30 00:00:00,1.0
L1,L1,Midfielder,Central Midfield,Midfield,right,0.4037685060565276,10.0,2229.0,30000000.0,15000000.0,28000000.0,28000000.0,Germany,Germany,190.0,2023-07-03,2000-10-10 00:00:00,2028-06-30 00:00:00,1.0
ES1,ES1,FullBack,Left-Back,Defender,left,0.1066666666666666,8.0,6750.0,5000000.0,12000000.0,4000000.0,12000000.0,Spain,Spain,172.0,2023-07-03,1994-11-19 00:00:00,2026-06-30 00:00:00,0.0
TR1,L1,Forward,Centre-Forward,Attack,right,0.6688206785137318,23.0,3095.0,4000000.0,12000000.0,5000000.0,14000000.0,Germany,Germany,188.0,2023-07-02,1998-05-11 00:00:00,2025-06-30 00:00:00,1.0
RU1,IT1,Midfielder,Defensive Midfield,Midfield,right,0.23778071334214,12.0,4542.0,2500000.0,6500000.0,5000000.0,9000000.0,Croatia,Croatia,184.0,2023-07-02,1998-03-12 00:00:00,2027-06-30 00:00:00,1.0
L1,GB1,AttMid_Winger,Central Midfield,Midfield,right,0.6475929415795786,42.0,5837.0,70000000.0,50000000.0,80000000.0,80000000.0,Hungary,Hungary,187.0,2023-07-02,2000-10-25 00:00:00,2028-06-30 00:00:00,1.0
GB1,GB1,Midfielder,Central Midfield,Midfield,right,0.1095334685598377,3.0,2465.0,0.0,1500000.0,1000000.0,21000000.0,England,England,175.0,2023-07-01,1986-01-04 00:00:00,2025-06-30 00:00:00,0.0
IT1,IT1,AttMid_Winger,Right Midfield,Midfield,right,0.4748557295960429,32.0,6065.0,500000.0,1500000.0,1000000.0,27000000.0,Italy,Italy,180.0,2023-07-01,1987-02-28 00:00:00,,0.0
IT1,TR1,Forward,Centre-Forward,Attack,right,0.6608140462889066,46.0,6265.0,0.0,4000000.0,2000000.0,32000000.0,Jugoslawien (SFR),Bosnia-Herzegovina,193.0,2023-07-01,1986-03-17 00:00:00,2025-06-30 00:00:00,0.0
GB1,ES1,Midfielder,Central Midfield,Midfield,right,0.4664634146341463,34.0,6560.0,0.0,20000000.0,7000000.0,50000000.0,Germany,Germany,180.0,2023-07-01,1990-10-24 00:00:00,2025-06-30 00:00:00,1.0
GB1,,GoalKeeper,Goalkeeper,Goalkeeper,right,0.0,0.0,9210.0,,13000000.0,5000000.0,70000000.0,Spain,Spain,192.0,2023-07-01,1990-11-07 00:00:00,2025-06-30 00:00:00,0.0
ES1,ES1,Forward,Centre-Forward,Attack,right,0.5642633228840125,40.0,6380.0,0.0,6000000.0,5000000.0,8000000.0,Germany,Spain,191.0,2023-07-01,1990-03-27 00:00:00,2026-06-30 00:00:00,0.0
IT1,,Forward,Left Winger,Attack,right,0.8098987626546682,16.0,1778.0,,1500000.0,400000.0,16000000.0,Germany,Italy,174.0,2023-07-01,1991-09-10 00:00:00,2025-06-30 00:00:00,1.0
IT1,IT1,Forward,Centre-Forward,Attack,right,0.4335548172757475,29.0,6020.0,1500000.0,1500000.0,1000000.0,7500000.0,Italy,Italy,181.0,2023-07-01,1987-08-06 00:00:00,,1.0
IT1,IT1,Forward,Centre-Forward,Attack,right,0.4335548172757475,29.0,6020.0,1500000.0,1500000.0,1000000.0,7500000.0,Italy,Italy,181.0,2023-07-01,1987-08-06 00:00:00,,1.0
ES1,ES1,Midfielder,Right Winger,Attack,right,0.1940584571154767,9.0,4174.0,3500000.0,3500000.0,2500000.0,20000000.0,Spain,Spain,167.0,2023-07-01,1992-05-21 00:00:00,2027-06-30 00:00:00,0.0
IT1,NL1,CenterBack,Centre-Back,Defender,left,0.065406976744186,3.0,4128.0,0.0,1000000.0,450000.0,5000000.0,Netherlands,Netherlands,191.0,2023-07-01,1990-05-04 00:00:00,2026-06-30 00:00:00,1.0
IT1,NL1,CenterBack,Centre-Back,Defender,left,0.065406976744186,3.0,4128.0,0.0,1000000.0,450000.0,5000000.0,Netherlands,Netherlands,191.0,2023-07-01,1990-05-04 00:00:00,2026-06-30 00:00:00,1.0
GB1,GB1,Forward,Centre-Forward,Attack,right,0.1992803764184887,8.0,3613.0,17000000.0,8000000.0,10000000.0,18000000.0,New Zealand,New Zealand,191.0,2023-07-01,1991-12-07 00:00:00,2027-06-30 00:00:00,0.0
GB1,GB1,Forward,Centre-Forward,Attack,right,0.1992803764184887,8.0,3613.0,17000000.0,8000000.0,10000000.0,18000000.0,New Zealand,New Zealand,191.0,2023-07-01,1991-12-07 00:00:00,2027-06-30 00:00:00,0.0
GB1,,Midfielder,Defensive Midfield,Midfield,right,0.0912316269640142,2.0,1973.0,,2500000.0,2000000.0,12000000.0,France,Senegal,168.0,2023-07-01,1992-06-23 00:00:00,2025-06-30 00:00:00,1.0
NL1,L1,FullBack,Left-Back,Defender,left,0.1453957996768982,10.0,6190.0,2000000.0,3000000.0,1500000.0,20000000.0,Germany,Germany,177.0,2023-07-01,1993-09-30 00:00:00,2027-06-30 00:00:00,0.0
IT1,,FullBack,Central Midfield,Midfield,both,0.4683597002497918,25.0,4804.0,,6000000.0,1500000.0,17000000.0,Argentina,Argentina,182.0,2023-07-01,1991-01-07 00:00:00,2026-06-30 00:00:00,1.0
IT1,TR1,CenterBack,Right-Back,Defender,right,0.0843091334894613,2.0,2135.0,2800000.0,3700000.0,4200000.0,9000000.0,Germany,Türkiye,185.0,2023-07-01,1994-11-10 00:00:00,2026-06-30 00:00:00,0.0
FR1,FR1,Forward,Centre-Forward,Attack,right,0.6012884753042234,28.0,4191.0,5000000.0,7000000.0,2000000.0,16000000.0,France,Algeria,181.0,2023-07-01,1991-10-09 00:00:00,2025-06-30 00:00:00,1.0
FR1,FR1,Forward,Centre-Forward,Attack,right,0.6012884753042234,28.0,4191.0,5000000.0,7000000.0,2000000.0,16000000.0,France,Algeria,181.0,2023-07-01,1991-10-09 00:00:00,2025-06-30 00:00:00,1.0
L1,GB1,GoalKeeper,Goalkeeper,Goalkeeper,both,0.0,0.0,7380.0,13000000.0,10000000.0,10000000.0,12000000.0,Netherlands,Netherlands,195.0,2023-07-01,1993-06-13 00:00:00,2027-06-30 00:00:00,0.0
ES1,ES1,Forward,Centre-Forward,Attack,left,0.731826313221662,50.0,6149.0,22000000.0,25000000.0,22000000.0,150000000.0,France,France,176.0,2023-07-01,1991-03-21 00:00:00,2026-06-30 00:00:00,0.0
ES1,ES1,Midfielder,Central Midfield,Midfield,right,0.0424728645587541,2.0,4238.0,0.0,3000000.0,4000000.0,5000000.0,Spain,Spain,175.0,2023-07-01,1993-08-06 00:00:00,2025-06-30 00:00:00,0.0
ES1,FR1,Midfielder,Defensive Midfield,Midfield,left,0.1126972201352366,5.0,3993.0,8000000.0,14000000.0,8000000.0,30000000.0,France,Central African Republic,188.0,2023-07-01,1993-02-15 00:00:00,2027-06-30 00:00:00,1.0
GB1,GB1,CenterBack,Centre-Back,Defender,right,0.109986033519553,7.0,5728.0,8700000.0,12000000.0,3000000.0,25000000.0,England,England,185.0,2023-07-01,1993-02-25 00:00:00,2026-06-30 00:00:00,1.0
IT1,IT1,CenterBack,Centre-Back,Defender,left,0.1042722664735698,8.0,6905.0,4000000.0,4000000.0,3000000.0,15000000.0,Italy,Italy,192.0,2023-07-01,1988-02-10 00:00:00,2026-06-30 00:00:00,0.0
ES1,ES1,Midfielder,Defensive Midfield,Midfield,right,0.0177619893428063,1.0,5067.0,600000.0,3000000.0,900000.0,14000000.0,Spain,Equatorial Guinea,181.0,2023-07-01,1993-02-02 00:00:00,2026-06-30 00:00:00,1.0
IT1,IT1,AttMid_Winger,Second Striker,Attack,right,0.4588368580060423,27.0,5296.0,8000000.0,8000000.0,1500000.0,10000000.0,Italy,Italy,171.0,2023-07-01,1993-07-30 00:00:00,2026-06-30 00:00:00,1.0
ES1,ES1,Midfielder,Attacking Midfield,Midfield,right,0.2252816020025031,10.0,3995.0,0.0,5000000.0,1300000.0,18000000.0,Spain,Spain,176.0,2023-07-01,1994-01-06 00:00:00,2026-06-30 00:00:00,0.0
L1,L1,FullBack,Left-Back,Defender,left,0.5006713984270094,29.0,5213.0,0.0,20000000.0,10000000.0,40000000.0,France,Portugal,170.0,2023-07-01,1993-12-22 00:00:00,2026-06-30 00:00:00,1.0
L1,L1,Forward,Left Winger,Attack,left,0.948905109489051,13.0,1233.0,950000.0,900000.0,700000.0,1250000.0,Germany,Germany,177.0,2023-07-01,1990-07-15 00:00:00,,1.0
FR1,IT1,Forward,Centre-Forward,Attack,left,0.51441351888668,23.0,4024.0,7300000.0,8000000.0,2000000.0,40000000.0,Poland,Poland,186.0,2023-07-01,1994-02-28 00:00:00,2026-06-30 00:00:00,0.0
FR1,IT1,Forward,Centre-Forward,Attack,left,0.51441351888668,23.0,4024.0,7300000.0,8000000.0,2000000.0,40000000.0,Poland,Poland,186.0,2023-07-01,1994-02-28 00:00:00,2026-06-30 00:00:00,0.0
L1,L1,Forward,Centre-Forward,Attack,left,0.5579665220086795,10.0,1613.0,0.0,3000000.0,2500000.0,20000000.0,Germany,Germany,181.0,2023-07-01,1996-05-19 00:00:00,2027-06-30 00:00:00,1.0
PO1,L1,Midfielder,Defensive Midfield,Midfield,right,0.1390080659001201,9.0,5827.0,7180000.0,10000000.0,6000000.0,30000000.0,Germany,Germany,186.0,2023-07-01,1995-09-08 00:00:00,2028-06-30 00:00:00,1.0
IT1,IT1,Forward,Centre-Forward,Attack,left,0.7007786429365962,21.0,2697.0,10000000.0,10000000.0,1400000.0,20000000.0,Italy,Italy,190.0,2023-07-01,1995-06-30 00:00:00,2027-06-30 00:00:00,1.0
IT1,IT1,GoalKeeper,Goalkeeper,Goalkeeper,right,0.0,0.0,1789.0,0.0,1500000.0,1500000.0,10000000.0,Italy,Italy,192.0,2023-07-01,1992-05-10 00:00:00,2027-06-30 00:00:00,1.0
GB1,IT1,Midfielder,Central Midfield,Midfield,right,0.1859984500129165,8.0,3871.0,18900000.0,25000000.0,16000000.0,30000000.0,England,England,191.0,2023-07-01,1996-01-23 00:00:00,2027-06-30 00:00:00,0.0
FR1,NL1,Midfielder,Central Midfield,Midfield,right,0.404564315352697,13.0,2892.0,0.0,12000000.0,4000000.0,12000000.0,Netherlands,Netherlands,188.0,2023-07-01,1995-07-21 00:00:00,2027-06-30 00:00:00,1.0
IT1,FR1,AttMid_Winger,Attacking Midfield,Midfield,left,0.4832804491091042,22.0,4097.0,10000000.0,15000000.0,3500000.0,30000000.0,Ukraine,Ukraine,181.0,2023-07-01,1993-05-04 00:00:00,2027-06-30 00:00:00,0.0
IT1,FR1,AttMid_Winger,Attacking Midfield,Midfield,left,0.4832804491091042,22.0,4097.0,10000000.0,15000000.0,3500000.0,30000000.0,Ukraine,Ukraine,181.0,2023-07-01,1993-05-04 00:00:00,2027-06-30 00:00:00,0.0
GB1,IT1,CenterBack,Centre-Back,Defender,left,0.0658376005852231,3.0,4101.0,6200000.0,5000000.0,3500000.0,7000000.0,Spain,Spain,193.0,2023-07-01,1993-08-31 00:00:00,2027-06-30 00:00:00,1.0
ES1,ES1,AttMid_Winger,Left Winger,Attack,right,0.4,9.0,2025.0,0.0,3000000.0,1000000.0,10000000.0,Venezuela,Venezuela,171.0,2023-07-01,1993-02-07 00:00:00,2026-06-30 00:00:00,0.0
L1,L1,Midfielder,Central Midfield,Midfield,right,0.3119584055459272,16.0,4616.0,0.0,28000000.0,25000000.0,30000000.0,Austria,Austria,180.0,2023-07-01,1997-05-27 00:00:00,2027-06-30 00:00:00,1.0
L1,IT1,FullBack,Centre-Back,Defender,right,0.1742497579864472,10.0,5165.0,5000000.0,14000000.0,10000000.0,14000000.0,Austria,Austria,190.0,2023-07-01,1997-05-14 00:00:00,2025-06-30 00:00:00,1.0
L1,IT1,FullBack,Centre-Back,Defender,right,0.1742497579864472,10.0,5165.0,5000000.0,14000000.0,10000000.0,14000000.0,Austria,Austria,190.0,2023-07-01,1997-05-14 00:00:00,2025-06-30 00:00:00,1.0
L1,IT1,Midfielder,Central Midfield,Midfield,right,0.0773638968481375,3.0,3490.0,3100000.0,3400000.0,4000000.0,17000000.0,Slovakia,Slovakia,180.0,2023-07-01,1994-12-05 00:00:00,2025-06-30 00:00:00,0.0
L1,IT1,Midfielder,Central Midfield,Midfield,right,0.0773638968481375,3.0,3490.0,3100000.0,3400000.0,4000000.0,17000000.0,Slovakia,Slovakia,180.0,2023-07-01,1994-12-05 00:00:00,2025-06-30 00:00:00,0.0
FR1,FR1,Midfielder,Defensive Midfield,Midfield,right,0.0864553314121037,3.0,3123.0,0.0,6000000.0,3500000.0,6000000.0,Netherlands,Netherlands,188.0,2023-07-01,1996-03-12 00:00:00,2027-06-30 00:00:00,0.0
FR1,IT1,AttMid_Winger,Left Winger,Attack,both,0.3833865814696486,8.0,1878.0,1700000.0,4000000.0,2800000.0,10000000.0,Yugoslavia (Republic),Serbia,185.0,2023-07-01,1996-02-15 00:00:00,2025-06-30 00:00:00,0.0
ES1,ES1,Forward,Centre-Forward,Attack,right,0.2064220183486238,2.0,872.0,3500000.0,4000000.0,1700000.0,8000000.0,Israel,Israel,174.0,2023-07-01,1996-02-14 00:00:00,2025-06-30 00:00:00,0.0
GB1,GB1,Midfielder,Defensive Midfield,Midfield,right,0.05819592628516,2.0,3093.0,11600000.0,10000000.0,10000000.0,40000000.0,England,England,178.0,2023-07-01,1996-02-02 00:00:00,2026-06-30 00:00:00,0.0
GB1,GB1,Midfielder,Central Midfield,Midfield,right,0.2657172629385203,17.0,5758.0,0.0,25000000.0,35000000.0,55000000.0,Belgium,Belgium,177.0,2023-07-01,1997-05-07 00:00:00,2027-06-30 00:00:00,0.0
L1,FR1,AttMid_Winger,Attacking Midfield,Midfield,right,0.2636916835699797,13.0,4437.0,7200000.0,9000000.0,6000000.0,12000000.0,Cote d'Ivoire,France,182.0,2023-07-01,1996-08-20 00:00:00,2027-06-30 00:00:00,0.0
L1,FR1,AttMid_Winger,Attacking Midfield,Midfield,right,0.2636916835699797,13.0,4437.0,7200000.0,9000000.0,6000000.0,12000000.0,Cote d'Ivoire,France,182.0,2023-07-01,1996-08-20 00:00:00,2027-06-30 00:00:00,0.0
